estandar	dialectal	whisper
~,	~,	estaba,
porque	porque	porque
entonces	entonces	estaba
no	no	intentando
había	había	que
todavía	todavía	los
ni	ni	hacían
~,	~,	ahi
ni	ni	por
ca-	ca-	때�
~,	~,	versus
ni	ni	ya
los	los
cupos	cupos
tenían	tenían
más	más
que	que
~…	~…
no	no
tenían	tenían
casa	casa
donde	onde
vivir	viví
los	los
maestros	maestros
~.	~.
Y	Y
vivían	vivían
aquí	aquí
en	en
la	la
pensión	pensión
y	y
las	las
~…	~…
los	los
maestros	maestros
y	y
las	las
maestras	maestras
~,	~,
y	y
el	el
médico	médico
también	también
~,	~,
no	no
tenía	tenía
casa	casa
~,	~,
y	y
allí	allí
de	de
noche	noche
lo	lo
pasaban	pasaban
ellos	ellos
mu	mu
bien	bien
jugando	jugando
a	a
las	las
cartas	cartas
y	y
jugando	jugando
a	a
los	los
juegos	juegos
~.	~.
Y	Y
ya	ya
empezaron	empezaron
a	a
~…	~…
~,	~,
a	a
hacer	hacé
la	la
casa	casa
de	de
los	los
maestros	maestros
y	y
~…	~…
y	y
nada	nada
~,	~,
ya	ya
~…	~…
[V-Ljn]	[V-Ljn]
Pues	Pues
ha	ha
~,	~,
ha	ha
mejora	mejora
la	la
cosa	cosa
~,	~,
pero	pero
mucha	muncha
gente	gente
había	había
en	en
el	el
pueblo	pueblo
~,	~,
hija	hija
~,	~,
uf	uf
~.	~.
Ya	Ya
que	que
se	se
ven	ven
las	las
casillas	casillas
con	con
unas	unas
ventanas	ventanas
que	que
parecen	parecen
ratoneras	ratoneras
~,	~,
porque	porque
no	no
había	había
espacio	espacio
pa	pa
usar	usá
una	una
ventana	ventana
grande	grande
~,	~,
na	na
más	más
que	que
a	a
lo	lo
mejó	mejó
dos	dos
huequecillos	huequecillos
pa	pa
que	que
entrara	entrara
el	el
aire	aire
o	o
pa	pa
que	que
entrara	entrara
~…	~…
Ahí	Ahí
por	por
ahí	ahí
~,	~,
por	por
ahí	ahí
por	por
~…	~…
de	de
la	la
plaza	plaza
pa	pa
abajo	abajo
hay	hay
todavía	todavía
unas	unas
casas	casas
que	que
digo	digo
~:	~:
«~	«~
Bueno	Bueno
~,	~,
esto	esto
pa	pa
que	que
lo	lo
vieran	vieran
la	la
gente	gente
que	que
viene	viene
~»	~»
~.	~.
Que	Que
~,	~,
que	que
hayamos	hayamos
vivío	vivío
tantas	tantas
personas	personas
en	en
~,	~,
en	en
en	en
una	una
casa	casa
~.	~.
Mira	Mira
~,	~,
cuatro	cuatro
en	en
la	la
cama	cama
~.	~.
Madre	Madre
mía	mía
la	la
cama	cama
~,	~,
esa	esa
~,	~,
esos	esos
catres	catres
que	que
le	le
decían	decían
de	de
~…	~…
que	que
tenía	tenía
unas	unas
bolas	bolas
que	que
se	se
~,	~,
había	había
que	que
fregarlas	fregalas
pa	pa
que	que
estuvieran	estuvieran
mu	mu
bonitas	bonitas
~.	~.
[HS:E1	[HS:E1
		Sí			Sí
~.	~.
		]			]
Y	Y
~,	~,
y	y
nosotros	nosotros
~,	~,
las	las
cuatro	cuatro
nos	nos
~,	~,
nos	nos
quedábamos	quedábamos
dos	dos
pa	pa
arriba	arriba
y	y
dos	dos
pa	pa
abajo	abajo
~.	~.
