estandar	dialectal	whisper
Dolores	Dolores	detallaba
~,	~,	el
la	la	bocán,
paró	paró	reventó
~,	~,	por
y	y	todos
se	se	lados
paró	paró	porque
porque	porque	esto
había	había	se
un	un	borca,
puente	puente	no
ahí	ahí	había
detrás	detrás	ni...
~.	~.	No
[HS:E1	[HS:E1	reventó
		¿~			¿~	el
Y	Y	boca.
eso	eso	Pero
~…	~…	cuando
~?	~?	eso
		]			]	yo
Y	Y	nos
se	se	estaba
vive	vive	ni
~,	~,	fuera
se	se	a
vivía	vivía	mi
~,	~,	madre
en	en	y
el	el	chica,
volcán	volcán	me
no	no	aguera,
~,	~,	me
se	se	emdecía
vivía	vivía	que
en	en	ahí
~,	~,	detrás
en	en	había
~,	~,	un
en	en	pueblo
~,	~,	y
en	en	cuando
Picón	Picón	la
~,	~,	gente
antes	antes	estaba
era	era	escarbando
Picón	Picón	para
~,	~,	plantar
pero	pero	las
después	después	párras
esa	esa	y
lava	lava	veras
tapó	tapó	y
todo	todo	árboles,
porque	porque	de
reventó	reventó	si
el	el	a
volcán	volcán	mí
~.	~.	también
Pero	Pero	encontré,
no	no	de
~,	~,	ese
no	no	símino,
de	de	te
pa	pa	encontré,
allá	allá	a
~,	~,	ti
porque	porque	se
el	el	porque
volcán	volcán	había
reventó	reventó	un
por	por	pueblo,
todos	tos	había
laos	laos	hibes,
~,	~,	había
porque	porque	pasas,
todo	todo	había
ese	ese	andetón
volcán	volcán	y
ahí	ahí	se
no	no	encuentran
había	había	las
~.	~.	cosas
Lo	Lo	de
reventó	reventó	la
el	el	cara.
volcán	volcán	Ahí
~.	~.	detrás.
Porque	Porque	A
cuando	cuando	ver
eso	eso	qué
yo	yo	más
no	no	te
estaba	estaba	puedo
ni	ni	contar
~…	~…	de
~,	~,
era	era
mi	mi
madre	madre
chica	chica
~.	~.
Mi	Mi
abuela	abuela
~,	~,
me	me
~,	~,
me	me
decía	endecía
que	que
ahí	ahí
detrás	detrás
había	había
un	un
pueblo	pueblo
y	y
cuando	cuando
la	la
gente	gente
estaba	estaba
escarbando	escarbando
pa	pa
plantar	plantar
las	las
parras	parras
~,	~,
higueras	higueras
y	y
árboles	árboles
~,	~,
decía	decía
~:	~:
«~	«~
Mira	Mira
~,	~,
me	me
encontré	encontré
tal	tal
~»	~»
~.	~.
Dice	Dice
~:	~:
«~	«~
Sí	Sí
~,	~,
mi	mi
niño	niño
~.	~.
Te	Te
encontraste	encontraste
~»	~»
~,	~,
dice	dice
~,	~,
«~	«~
porque	porque
ahí	ahí
había	había
un	un
pueblo	pueblo
~»	~»
~.	~.
Habían	Habían
aljibes	aljibes
~,	~,
habían	habían
casas	casas
~,	~,
habían	habían
de	de
to	to
~.	~.
Y	Y
se	se
encuentran	encuentran
las	las
cosas	cosas
de	de
~,	~,
de	de
~,	~,
de	de
la	la
[A-PIn:	[A-PIn:
		calle			calle
		]			]
~.	~.
[Asent]	[Asent]
~.	~.
Ahí	Ahí
detrás	detrás
~.	~.
A	A
ver	ver
~,	~,
¿~	¿~
qué	qué
más	más
te	te
puedo	puedo
contar	contar
de	de
historias	historias
~?	~?
